lock_name; num_threads; num_turns; num_tests; num_events; mutex_fail_count; fcfs_fail_count; lru_fail_count; anc; thp_runtime; thp; thp_anc; bm_runtime
Lamport_Lecture_fix;2;10000;30;80000;0;0;0;0;0.863508;23161.4;1.00175;3.48768
Lamport_Lecture_fix;3;6800;30;81600;0;0;0;0;0.908789;22447.5;2.00255;3.63361
Lamport_Lecture_fix;4;5000;30;80000;0;0;8;0;0.929614;21514.3;3.00635;3.87081
Lamport_Lecture_fix;5;4000;30;80000;0;0;18;0;78.7101;254.097;4.3846;316.212
Lamport_Lecture_fix;6;3000;30;72000;0;0;9;0;133.693;134.637;5.56661;523.575
Lamport_Lecture_fix;7;2000;30;56000;0;0;14;0;143.048;97.8696;6.58293;546.593
Lamport_Lecture_fix;8;1000;30;32000;0;0;18;0;99.5936;80.3265;7.36587;341.97
