lock_name;num_threads;num_turns;num_tests;num_events;mutex_fail_count;fcfs_fail_count;lru_fail_count;thp_runtime_wanc;thp_wanc;anc;thp_runtime_ref;thp_ref;bm_runtime
Reference-Lock;2;1000;10;8000;0;25;63;0.0912459;21918.8;0.024;0.216141;9253.24;4.73934
Reference-Lock;2;1000;10;8000;0;0;0;0.0870614;22972.3;0.002;0.161291;12399.9;4.73934
Reference-Lock;2;1000;10;8000;0;8;1;0.0869704;22996.3;0.0045;0.109887;18200.4;4.73934
Reference-Lock;2;1000;10;8000;0;5;0;0.0866058;23093.1;0.0055;0.0875334;22848.4;4.73934
Reference-Lock;2;1000;10;8000;0;8;10;0.0860865;23232.4;0.0065;0.0868847;23019;4.73934
Reference-Lock;2;1000;10;8000;0;8;9;0.086179;23207.5;0.003;0.086159;23212.9;4.73934
Reference-Lock;2;1000;10;8000;0;12;1;0.0873767;22889.4;0.006;0.086232;23193.2;4.73934
Reference-Lock;2;1000;10;8000;0;16;42;0.0863502;23161.5;0.0055;0.0857263;23330.1;4.73934
Reference-Lock;2;1000;10;8000;0;13;3;0.104465;19145.2;0.026;0.0861311;23220.4;4.73934
Reference-Lock;2;1000;10;8000;0;5;9;0.13201;15150.4;0.099;0.085389;23422.2;4.73934
