lock_name;num_threads;num_turns;num_tests;num_events;mutex_fail_count;fcfs_fail_count;lru_fail_count;thp_runtime_wanc;thp_wanc;anc;thp_runtime_ref;thp_ref;bm_runtime
Lamport_Original;5;200;10;4000;0;0;3;3.12745;319.75;2.771;3.91767;255.254;155.508
Lamport_Original;5;200;10;4000;0;0;5;3.33618;299.744;2.777;3.76956;265.283;155.508
Lamport_Original;5;200;10;4000;0;0;5;4.59575;217.592;3.256;2.90011;344.814;155.508
Lamport_Original;5;200;10;4000;0;0;6;3.79164;263.738;3.359;1.12211;891.18;155.508
Lamport_Original;5;200;10;4000;0;0;5;3.10417;322.147;3.025;3.83295;260.895;155.508
Lamport_Original;5;200;10;4000;0;0;3;2.36386;423.037;2.582;2.12342;470.938;155.508
Lamport_Original;5;200;10;4000;0;0;3;1.90788;524.141;2.269;2.62364;381.15;155.508
Lamport_Original;5;200;10;4000;0;0;3;4.5644;219.087;3.394;4.48195;223.117;155.508
Lamport_Original;5;200;10;4000;0;0;6;3.90061;256.37;3.105;3.16862;315.594;155.508
Lamport_Original;5;200;10;4000;0;0;4;3.08617;324.026;3.058;2.33465;428.329;155.508
