lock_name;num_threads;num_turns;num_tests;num_events;mutex_fail_count;fcfs_fail_count;lru_fail_count;thp_runtime_wanc;thp_wanc;anc;thp_runtime_ref;thp_ref;bm_runtime
Taubenfeld_Paper_1;6;150;10;3600;0;0;0;5.08256;177.076;3.91333;1.88229;478.141;165.168
Taubenfeld_Paper_1;6;150;10;3600;0;0;9;2.70301;332.962;2.47111;4.84817;185.637;165.168
Taubenfeld_Paper_1;6;150;10;3600;0;0;2;3.37425;266.726;2.73222;2.75063;327.197;165.168
Taubenfeld_Paper_1;6;150;10;3600;0;0;10;0.391774;2297.24;1.52556;2.39323;376.061;165.168
Taubenfeld_Paper_1;6;150;10;3600;0;0;2;2.0642;436.005;2.33778;2.70878;332.253;165.168
Taubenfeld_Paper_1;6;150;10;3600;0;0;2;6.8244;131.88;4.28222;7.03213;127.984;165.168
Taubenfeld_Paper_1;6;150;10;3600;0;0;7;4.10332;219.335;3.30111;5.95045;151.249;165.168
Taubenfeld_Paper_1;6;150;10;3600;0;0;9;4.57655;196.654;3.18444;3.07548;292.638;165.168
Taubenfeld_Paper_1;6;150;10;3600;0;0;2;1.79207;502.214;1.98556;6.36957;141.297;165.168
Taubenfeld_Paper_1;6;150;10;3600;0;0;7;3.86286;232.988;3.09222;4.61562;194.99;165.168
