lock_name;num_threads;num_turns;num_tests;num_events;mutex_fail_count;fcfs_fail_count;lru_fail_count;thp_runtime_wanc;thp_wanc;anc;thp_runtime_ref;thp_ref;bm_runtime
Aravind;8;50;10;1600;0;22;0;0.0194246;20592.4;1.99;0.0182234;21949.8;39.1545
Aravind;8;50;10;1600;0;10;0;0.0234537;17054.9;1.9925;0.0243523;16425.6;39.1545
Aravind;8;50;10;1600;0;22;0;0.349609;1144.13;2.405;2.18967;182.676;39.1545
Aravind;8;50;10;1600;0;11;0;0.0224768;17796.1;1.97;0.0180534;22156.5;39.1545
Aravind;8;50;10;1600;0;10;0;0.0181304;22062.4;1.995;0.0185543;21558.3;39.1545
Aravind;8;50;10;1600;0;24;0;0.0187399;21344.8;1.995;0.0185434;21571;39.1545
Aravind;8;50;10;1600;0;9;0;1.67843;238.318;4.2;4.05677;98.6006;39.1545
Aravind;8;50;10;1600;0;19;0;0.0184081;21729.6;1.995;0.0184996;21622.1;39.1545
Aravind;8;50;10;1600;0;10;0;0.0186252;21476.3;1.8775;3.97492;100.631;39.1545
Aravind;8;50;10;1600;0;8;0;0.43969;909.731;2.595;0.0186171;21485.6;39.1545
