lock_name;num_threads;num_turns;num_tests;num_events;mutex_fail_count;fcfs_fail_count;lru_fail_count;thp_runtime_wanc;thp_wanc;anc;thp_runtime_ref;thp_ref;bm_runtime
Jayanti;4;500;10;8000;0;0;2;0.333663;5994.07;2.02;0.107342;18632;9.06554
Jayanti;4;500;10;8000;0;0;0;0.117418;17033.2;1.9625;0.0983811;20329.1;9.06554
Jayanti;4;500;10;8000;0;0;3;0.11365;17597.9;2.018;0.0930575;21492.1;9.06554
Jayanti;4;500;10;8000;0;0;0;0.171702;11648.1;2.0175;0.0924983;21622;9.06554
Jayanti;4;500;10;8000;0;0;0;1.15355;1733.77;1.8505;0.095269;20993.2;9.06554
Jayanti;4;500;10;8000;0;0;2;0.127513;15684.7;1.9505;0.0940079;21274.8;9.06554
Jayanti;4;500;10;8000;0;0;3;0.115677;17289.5;2.0085;0.0958896;20857.3;9.06554
Jayanti;4;500;10;8000;0;0;0;0.878885;2275.61;2.046;0.0921915;21694;9.06554
Jayanti;4;500;10;8000;0;0;1;0.545207;3668.33;2.0275;0.0946984;21119.7;9.06554
Jayanti;4;500;10;8000;0;0;0;0.0938967;21300;2.0065;0.0922042;21691;9.06554
