lock_name;num_threads;num_turns;num_tests;num_events;mutex_fail_count;fcfs_fail_count;lru_fail_count;thp_runtime_wanc;thp_wanc;anc;thp_runtime_ref;thp_ref;bm_runtime
Taubenfeld_Paper_1_Fix;8;50;10;1600;0;0;1;0.0228418;17511.8;1.97;0.370731;1078.95;41.889
Taubenfeld_Paper_1_Fix;8;50;10;1600;0;0;17;4.0969;97.6347;5.9225;0.0185642;21546.8;41.889
Taubenfeld_Paper_1_Fix;8;50;10;1600;0;0;1;0.0183726;21771.6;1.72;0.0184104;21726.9;41.889
Taubenfeld_Paper_1_Fix;8;50;10;1600;0;0;4;0.0183852;21756.6;1.995;0.0185527;21560.2;41.889
Taubenfeld_Paper_1_Fix;8;50;10;1600;0;0;15;1.07724;371.318;3.405;3.54176;112.938;41.889
Taubenfeld_Paper_1_Fix;8;50;10;1600;0;0;14;0.0187954;21281.8;1.9125;0.0206238;19395.1;41.889
Taubenfeld_Paper_1_Fix;8;50;10;1600;0;0;6;0.0182649;21899.9;1.685;0.0206336;19385.9;41.889
Taubenfeld_Paper_1_Fix;8;50;10;1600;0;0;15;4.24806;94.1606;5.15;0.0185798;21528.8;41.889
Taubenfeld_Paper_1_Fix;8;50;10;1600;0;0;6;0.018496;21626.3;1.9925;2.84507;140.594;41.889
Taubenfeld_Paper_1_Fix;8;50;10;1600;0;0;17;0.0181449;22044.8;1.98;0.0191836;20851.1;41.889
